video_id,gloss,path_to_npy_file
glasses_24732_bright_vjepa.npz,glasses,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/glasses_24732_bright_vjepa.npz
paint_40835_bright_vjepa.npz,paint,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/paint_40835_bright_vjepa.npz
hot_28125_rotated_vjepa.npz,hot,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/hot_28125_rotated_vjepa.npz
glasses_24724_rotated_vjepa.npz,glasses,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/glasses_24724_rotated_vjepa.npz
temperature_57303_rotated_vjepa.npz,temperature,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/temperature_57303_rotated_vjepa.npz
light_33217_orig_vjepa.npz,light,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/light_33217_orig_vjepa.npz
animal_02583_orig_vjepa.npz,animal,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/animal_02583_orig_vjepa.npz
drink_17721_rotated_vjepa.npz,drink,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/drink_17721_rotated_vjepa.npz
toast_58651_bright_vjepa.npz,toast,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/toast_58651_bright_vjepa.npz
ugly_60346_bright_vjepa.npz,ugly,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/ugly_60346_bright_vjepa.npz
dark_14672_orig_vjepa.npz,dark,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/dark_14672_orig_vjepa.npz
sweet_56314_bright_vjepa.npz,sweet,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/sweet_56314_bright_vjepa.npz
son_53270_orig_vjepa.npz,son,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/son_53270_orig_vjepa.npz
secret_50061_rotated_vjepa.npz,secret,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/secret_50061_rotated_vjepa.npz
balance_04803_bright_vjepa.npz,balance,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/balance_04803_bright_vjepa.npz
example_20070_bright_vjepa.npz,example,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/example_20070_bright_vjepa.npz
presentation_44322_rotated_vjepa.npz,presentation,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/presentation_44322_rotated_vjepa.npz
sign_51622_orig_vjepa.npz,sign,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/sign_51622_orig_vjepa.npz
man_34738_bright_vjepa.npz,man,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/man_34738_bright_vjepa.npz
soon_53304_bright_vjepa.npz,soon,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/soon_53304_bright_vjepa.npz
shock_51108_orig_vjepa.npz,shock,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/shock_51108_orig_vjepa.npz
change_09955_bright_vjepa.npz,change,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/change_09955_bright_vjepa.npz
secretary_50040_rotated_vjepa.npz,secretary,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/secretary_50040_rotated_vjepa.npz
cold_11628_rotated_vjepa.npz,cold,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/cold_11628_rotated_vjepa.npz
theory_57789_orig_vjepa.npz,theory,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/theory_57789_orig_vjepa.npz
baby_04508_rotated_vjepa.npz,baby,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/baby_04508_rotated_vjepa.npz
barely_05069_bright_vjepa.npz,barely,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/barely_05069_bright_vjepa.npz
change_09949_orig_vjepa.npz,change,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/change_09949_orig_vjepa.npz
computer_12315_orig_vjepa.npz,computer,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/computer_12315_orig_vjepa.npz
girl_24607_orig_vjepa.npz,girl,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/girl_24607_orig_vjepa.npz
take_56701_orig_vjepa.npz,take,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/take_56701_orig_vjepa.npz
cheat_10148_rotated_vjepa.npz,cheat,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/cheat_10148_rotated_vjepa.npz
sweet_56313_rotated_vjepa.npz,sweet,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/sweet_56313_rotated_vjepa.npz
computer_12312_bright_vjepa.npz,computer,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/computer_12312_bright_vjepa.npz
motorcycle_36993_orig_vjepa.npz,motorcycle,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/motorcycle_36993_orig_vjepa.npz
president_44367_rotated_vjepa.npz,president,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/president_44367_rotated_vjepa.npz
science_49635_bright_vjepa.npz,science,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/science_49635_bright_vjepa.npz
jealous_30974_rotated_vjepa.npz,jealous,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/jealous_30974_rotated_vjepa.npz
practice_44091_rotated_vjepa.npz,practice,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/practice_44091_rotated_vjepa.npz
later_32326_rotated_vjepa.npz,later,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/later_32326_rotated_vjepa.npz
humble_28311_orig_vjepa.npz,humble,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/humble_28311_orig_vjepa.npz
ok_39592_orig_vjepa.npz,ok,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/ok_39592_orig_vjepa.npz
light_33206_orig_vjepa.npz,light,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/light_33206_orig_vjepa.npz
ago_01553_rotated_vjepa.npz,ago,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/ago_01553_rotated_vjepa.npz
accept_00603_orig_vjepa.npz,accept,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/accept_00603_orig_vjepa.npz
drop_17828_rotated_vjepa.npz,drop,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/drop_17828_rotated_vjepa.npz
headache_26840_bright_vjepa.npz,headache,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/headache_26840_bright_vjepa.npz
hope_27921_orig_vjepa.npz,hope,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/hope_27921_orig_vjepa.npz
north_38684_bright_vjepa.npz,north,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/north_38684_bright_vjepa.npz
hear_26946_rotated_vjepa.npz,hear,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/hear_26946_rotated_vjepa.npz
blind_06649_orig_vjepa.npz,blind,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/blind_06649_orig_vjepa.npz
travel_59506_orig_vjepa.npz,travel,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/travel_59506_orig_vjepa.npz
play_43173_rotated_vjepa.npz,play,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/play_43173_rotated_vjepa.npz
order_40183_orig_vjepa.npz,order,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/order_40183_orig_vjepa.npz
today_58682_orig_vjepa.npz,today,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/today_58682_orig_vjepa.npz
kiss_31756_rotated_vjepa.npz,kiss,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/kiss_31756_rotated_vjepa.npz
possible_43835_rotated_vjepa.npz,possible,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/possible_43835_rotated_vjepa.npz
change_09970_rotated_vjepa.npz,change,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/change_09970_rotated_vjepa.npz
go_24943_orig_vjepa.npz,go,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/go_24943_orig_vjepa.npz
star_54443_rotated_vjepa.npz,star,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/star_54443_rotated_vjepa.npz
son_53269_rotated_vjepa.npz,son,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/son_53269_rotated_vjepa.npz
straight_55043_bright_vjepa.npz,straight,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/straight_55043_bright_vjepa.npz
ready_46296_bright_vjepa.npz,ready,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/ready_46296_bright_vjepa.npz
cafeteria_08595_orig_vjepa.npz,cafeteria,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/cafeteria_08595_orig_vjepa.npz
man_34732_rotated_vjepa.npz,man,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/man_34732_rotated_vjepa.npz
interest_30153_orig_vjepa.npz,interest,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/interest_30153_orig_vjepa.npz
example_20074_rotated_vjepa.npz,example,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/example_20074_rotated_vjepa.npz
drink_17709_rotated_vjepa.npz,drink,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/drink_17709_rotated_vjepa.npz
cloud_11361_rotated_vjepa.npz,cloud,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/cloud_11361_rotated_vjepa.npz
chat_10109_rotated_vjepa.npz,chat,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/chat_10109_rotated_vjepa.npz
list_33474_rotated_vjepa.npz,list,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/list_33474_rotated_vjepa.npz
necklace_37850_rotated_vjepa.npz,necklace,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/necklace_37850_rotated_vjepa.npz
heart_27056_bright_vjepa.npz,heart,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/heart_27056_bright_vjepa.npz
scissors_49663_orig_vjepa.npz,scissors,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/scissors_49663_orig_vjepa.npz
contact_12876_orig_vjepa.npz,contact,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/contact_12876_orig_vjepa.npz
sweet_56307_rotated_vjepa.npz,sweet,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/sweet_56307_rotated_vjepa.npz
because_05601_orig_vjepa.npz,because,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/because_05601_orig_vjepa.npz
ok_39584_orig_vjepa.npz,ok,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/ok_39584_orig_vjepa.npz
learn_32608_orig_vjepa.npz,learn,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/learn_32608_orig_vjepa.npz
south_53482_rotated_vjepa.npz,south,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/south_53482_rotated_vjepa.npz
christmas_10715_bright_vjepa.npz,christmas,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/christmas_10715_bright_vjepa.npz
like_33266_orig_vjepa.npz,like,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/like_33266_orig_vjepa.npz
tea_57076_bright_vjepa.npz,tea,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/tea_57076_bright_vjepa.npz
near_37784_bright_vjepa.npz,near,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/near_37784_bright_vjepa.npz
russia_48901_orig_vjepa.npz,russia,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/russia_48901_orig_vjepa.npz
move_37087_bright_vjepa.npz,move,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/move_37087_bright_vjepa.npz
computer_12320_orig_vjepa.npz,computer,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/computer_12320_orig_vjepa.npz
champion_09917_rotated_vjepa.npz,champion,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/champion_09917_rotated_vjepa.npz
barely_05066_orig_vjepa.npz,barely,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/barely_05066_orig_vjepa.npz
potato_43932_bright_vjepa.npz,potato,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/potato_43932_bright_vjepa.npz
necklace_37864_bright_vjepa.npz,necklace,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/necklace_37864_bright_vjepa.npz
glasses_24725_rotated_vjepa.npz,glasses,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/glasses_24725_rotated_vjepa.npz
follow_22715_orig_vjepa.npz,follow,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/follow_22715_orig_vjepa.npz
tall_56837_rotated_vjepa.npz,tall,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/tall_56837_rotated_vjepa.npz
north_38683_rotated_vjepa.npz,north,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/north_38683_rotated_vjepa.npz
cafeteria_08589_rotated_vjepa.npz,cafeteria,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/cafeteria_08589_rotated_vjepa.npz
graduate_25325_rotated_vjepa.npz,graduate,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/graduate_25325_rotated_vjepa.npz
secret_50058_bright_vjepa.npz,secret,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/secret_50058_bright_vjepa.npz
internet_30234_orig_vjepa.npz,internet,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/internet_30234_orig_vjepa.npz
play_43179_bright_vjepa.npz,play,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/play_43179_bright_vjepa.npz
cop_13244_rotated_vjepa.npz,cop,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/cop_13244_rotated_vjepa.npz
hat_26741_rotated_vjepa.npz,hat,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/hat_26741_rotated_vjepa.npz
bird_06333_orig_vjepa.npz,bird,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/bird_06333_orig_vjepa.npz
no_38534_bright_vjepa.npz,no,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/no_38534_bright_vjepa.npz
temperature_57313_rotated_vjepa.npz,temperature,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/temperature_57313_rotated_vjepa.npz
arrive_03435_orig_vjepa.npz,arrive,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/arrive_03435_orig_vjepa.npz
cheat_10158_rotated_vjepa.npz,cheat,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/cheat_10158_rotated_vjepa.npz
barely_05074_rotated_vjepa.npz,barely,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/barely_05074_rotated_vjepa.npz
ago_01552_orig_vjepa.npz,ago,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/ago_01552_orig_vjepa.npz
hair_26159_orig_vjepa.npz,hair,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/hair_26159_orig_vjepa.npz
cousin_13636_bright_vjepa.npz,cousin,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/cousin_13636_bright_vjepa.npz
class_10968_rotated_vjepa.npz,class,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/class_10968_rotated_vjepa.npz
cousin_13633_rotated_vjepa.npz,cousin,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/cousin_13633_rotated_vjepa.npz
letter_32948_orig_vjepa.npz,letter,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/letter_32948_orig_vjepa.npz
crash_13804_rotated_vjepa.npz,crash,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/crash_13804_rotated_vjepa.npz
language_32167_orig_vjepa.npz,language,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/language_32167_orig_vjepa.npz
shine_51020_rotated_vjepa.npz,shine,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/shine_51020_rotated_vjepa.npz
sign_51622_bright_vjepa.npz,sign,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/sign_51622_bright_vjepa.npz
tease_57133_orig_vjepa.npz,tease,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/tease_57133_orig_vjepa.npz
balance_04796_rotated_vjepa.npz,balance,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/balance_04796_rotated_vjepa.npz
past_41453_rotated_vjepa.npz,past,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/past_41453_rotated_vjepa.npz
cook_13168_orig_vjepa.npz,cook,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/cook_13168_orig_vjepa.npz
go_24955_orig_vjepa.npz,go,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/go_24955_orig_vjepa.npz
happy_26531_rotated_vjepa.npz,happy,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/happy_26531_rotated_vjepa.npz
potato_43930_bright_vjepa.npz,potato,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/potato_43930_bright_vjepa.npz
happy_26525_bright_vjepa.npz,happy,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/happy_26525_bright_vjepa.npz
approve_03118_orig_vjepa.npz,approve,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/approve_03118_orig_vjepa.npz
mirror_36266_orig_vjepa.npz,mirror,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/mirror_36266_orig_vjepa.npz
again_01471_bright_vjepa.npz,again,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/again_01471_bright_vjepa.npz
cute_14454_orig_vjepa.npz,cute,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/cute_14454_orig_vjepa.npz
backpack_04619_bright_vjepa.npz,backpack,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/backpack_04619_bright_vjepa.npz
go_24946_rotated_vjepa.npz,go,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/go_24946_rotated_vjepa.npz
now_38990_orig_vjepa.npz,now,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/now_38990_orig_vjepa.npz
hot_28109_rotated_vjepa.npz,hot,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/hot_28109_rotated_vjepa.npz
choice_10589_bright_vjepa.npz,choice,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/choice_10589_bright_vjepa.npz
pizza_42959_bright_vjepa.npz,pizza,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/pizza_42959_bright_vjepa.npz
candy_08924_orig_vjepa.npz,candy,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/candy_08924_orig_vjepa.npz
again_01463_bright_vjepa.npz,again,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/again_01463_bright_vjepa.npz
cut_14482_bright_vjepa.npz,cut,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/cut_14482_bright_vjepa.npz
ride_48044_bright_vjepa.npz,ride,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/ride_48044_bright_vjepa.npz
fat_21234_orig_vjepa.npz,fat,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/fat_21234_orig_vjepa.npz
join_31155_orig_vjepa.npz,join,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/join_31155_orig_vjepa.npz
take_56704_rotated_vjepa.npz,take,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/take_56704_rotated_vjepa.npz
black_06477_orig_vjepa.npz,black,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/black_06477_orig_vjepa.npz
internet_30231_bright_vjepa.npz,internet,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/internet_30231_bright_vjepa.npz
approve_03121_rotated_vjepa.npz,approve,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/approve_03121_rotated_vjepa.npz
beard_05472_orig_vjepa.npz,beard,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/beard_05472_orig_vjepa.npz
football_22804_bright_vjepa.npz,football,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/football_22804_bright_vjepa.npz
south_53482_orig_vjepa.npz,south,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/south_53482_orig_vjepa.npz
family_20981_bright_vjepa.npz,family,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/family_20981_bright_vjepa.npz
australia_04189_orig_vjepa.npz,australia,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/australia_04189_orig_vjepa.npz
can_08942_rotated_vjepa.npz,can,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/can_08942_rotated_vjepa.npz
show_51345_rotated_vjepa.npz,show,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/show_51345_rotated_vjepa.npz
class_10976_rotated_vjepa.npz,class,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/class_10976_rotated_vjepa.npz
approve_03119_orig_vjepa.npz,approve,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/approve_03119_orig_vjepa.npz
country_13550_bright_vjepa.npz,country,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/country_13550_bright_vjepa.npz
family_20987_rotated_vjepa.npz,family,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/family_20987_rotated_vjepa.npz
smart_52576_bright_vjepa.npz,smart,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/smart_52576_bright_vjepa.npz
not_38857_orig_vjepa.npz,not,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/not_38857_orig_vjepa.npz
hot_28110_rotated_vjepa.npz,hot,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/hot_28110_rotated_vjepa.npz
glasses_24720_bright_vjepa.npz,glasses,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/glasses_24720_bright_vjepa.npz
environment_19412_rotated_vjepa.npz,environment,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/environment_19412_rotated_vjepa.npz
deaf_14882_orig_vjepa.npz,deaf,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/deaf_14882_orig_vjepa.npz
music_37367_orig_vjepa.npz,music,/home/dell/Desktop/ASLVideoTranslate/data/selected_videos/music_37367_orig_vjepa.npz
